"Region","income_category","iso3","Country","City.Town","Year","pm10_yr_mean","pm10_temp_cover","note.on.converted.PM10","pm25_yr_mean","pm25_temp_cover","note.on.converted.PM2.5","Number.and.type.of.monitoring.stations","Reference.for.air.quality","Database.version..year.","status"
"Western Pacific","LMIC","CHN","China","Jinhua (China)",2016,98,"NA","Converted",46,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jining (China)",2014,81,"NA","Converted",54,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Jintan (China)",2014,72,"NA","Converted",48,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Jinzhong (China)",2016,109,"NA","Measured",62,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jinzhou (China)",2015,92,"NA","Measured",60,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jinzhou (China)",2016,81,"NA","Measured",55,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiujiang (China)",2016,74,"NA","Measured",50,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jixi (China)",2016,53,"NA","Measured",28,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jurong (China)",2014,97,"NA","Converted",64,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Kaifeng (China)",2016,122,"NA","Measured",72,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Kaohsiung (China)",2014,46,"NA","Converted",30,"NA","Measured","-",NA,2016,NA
"Western Pacific","LMIC","CHN","China","Karamay (China)",2015,64,"NA","Measured",31,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Karamay (China)",2016,55,"NA","Measured",30,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Keelung (China)",2014,30,"NA","Converted",20,"NA","Measured","-",NA,2016,NA
"Western Pacific","LMIC","CHN","China","Kinmen (China)",2014,48,"NA","Converted",32,"NA","Measured","-",NA,2016,NA
"Western Pacific","LMIC","CHN","China","Korla (China)",2014,87,"NA","Converted",58,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Kunming (China)",2013,82,"NA","Measured",42,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Kunming (China)",2015,56,"NA","Measured",30,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Kunming (China)",2016,55,"NA","Measured",28,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Kunshan (China)",2014,69,"NA","Converted",46,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Laiwu (China)",2015,133,"NA","Measured",84,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Laiwu (China)",2016,127,"NA","Measured",73,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Laixi (China)",2014,84,"NA","Converted",56,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Laizhou (China)",2014,84,"NA","Converted",56,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Langfang (China)",2013,184,"NA","Measured",110,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Langfang (China)",2014,159,"NA","Measured",100,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Langfang (China)",2015,137,"NA","Measured",85,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Langfang (China)",2016,112,"NA","Measured",66,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lanzhou (China)",2013,153,"NA","Measured",67,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lanzhou (China)",2014,126,"NA","Measured",59,"NA","Converted","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lanzhou (China)",2015,120,"NA","Measured",52,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lanzhou (China)",2016,132,"NA","Measured",54,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Leshan (China)",2016,93,"NA","Measured",63,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lhasa (China)",2013,56,"NA","Converted",26,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lhasa (China)",2015,56,"NA","Converted",26,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lianyungang (China)",2013,119,"NA","Measured",67,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lianyungang (China)",2014,111,"NA","Measured",61,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lianyungang (China)",2015,94,"NA","Measured",55,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lianyungang (China)",2016,87,"NA","Measured",46,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Liaocheng (China)",2015,164,"NA","Measured",101,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Liaocheng (China)",2016,151,"NA","Measured",86,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Liaoyang (China)",2016,83,"NA","Measured",47,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Liaoyuan (China)",2016,63,"NA","Measured",46,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lienchiang (China)",2014,39,"NA","Converted",26,"NA","Measured","-",NA,2016,NA
"Western Pacific","LMIC","CHN","China","Lin'an (China)",2014,87,"NA","Converted",58,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Lincang (China)",2016,44,"NA","Measured",28,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Linfen (China)",2015,89,"NA","Measured",59,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Linfen (China)",2016,158,"NA","Converted",74,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Linyi (China)",2014,84,"NA","Converted",56,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Lishui (China)",2013,65,"NA","Measured",49,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lishui (China)",2014,62,"NA","Measured",39,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lishui (China)",2015,81,"NA","Converted",38,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lishui (China)",2016,70,"NA","Converted",33,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Liupanshui (China)",2016,68,"NA","Measured",39,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Liuzhou (China)",2015,70,"NA","Measured",50,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Liuzhou (China)",2016,66,"NA","Measured",44,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Liyang (China)",2014,78,"NA","Converted",52,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Longyan (China)",2016,44,"NA","Measured",24,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Loudi (China)",2016,71,"NA","Measured",46,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Lu'an (China)",2016,73,"NA","Measured",46,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Luohe (China)",2016,130,"NA","Measured",77,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Luoyang (China)",2016,130,"NA","Measured",79,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Luzhou (China)",2015,89,"NA","Measured",61,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Luzhou (China)",2016,87,"NA","Measured",64,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Ma'anshan (China)",2015,87,"NA","Measured",61,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Ma'anshan (China)",2016,75,"NA","Measured",49,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Maanshan (China)",2014,87,"NA","Converted",57,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Maoming (China)",2015,48,"NA","Measured",32,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Maoming (China)",2016,47,"NA","Measured",30,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Meizhou (China)",2015,51,"NA","Measured",35,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Meizhou (China)",2016,46,"NA","Measured",28,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Mianyang (China)",2015,72,"NA","Measured",47,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Mianyang (China)",2016,78,"NA","Measured",49,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Miaoli (China)",2014,37,"NA","Converted",25,"NA","Measured","-",NA,2016,NA
"Western Pacific","LMIC","CHN","China","Mudanjiang (China)",2015,78,"NA","Measured",48,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Mudanjiang (China)",2016,68,"NA","Measured",37,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Nanchang (China)",2013,116,"NA","Measured",69,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Nanchang (China)",2014,85,"NA","Measured",52,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Nanchang (China)",2015,75,"NA","Measured",43,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Nanchang (China)",2016,92,"NA","Converted",43,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Nanchong (China)",2014,86,"NA","Converted",57,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Nanjing (China)",2013,137,"NA","Measured",77,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Nanjing (China)",2014,123,"NA","Measured",74,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
